descrição;data;lançamento;ag./origem;valor (R$);valor_convertido_saida (R$);valor_convertido_entrada (R$);REF;dt_pagto_bq;dt_custo_bq
saldo;29/06/2020;SALDO DO DIA;;-1485,2;0;0;01/06/2020;2020-06-01;2020-06-29
poupança;30/06/2020;TBI 9293.22915-0/500;4175;-3000;3000;0;01/06/2020;2020-06-01;2020-06-30
salario;30/06/2020;TED 237.2846ANDRE N BARB;;7248,2;0;7248,2;01/06/2020;2020-06-01;2020-06-30
saldo;30/06/2020;SDO CTA/APL AUTOMATICAS;;2763;0;0;01/06/2020;2020-06-01;2020-06-30
saldo;30/06/2020;SALDO ANTERIOR;;2763;0;0;01/07/2020;2020-07-01;2020-06-30
saldo;01/07/2020;SALDO ANTERIOR;;10;0;0;01/07/2020;2020-07-01;2020-07-01
mercado;02/07/2020;ELECTRONANDORINHA H;9212;-203,27;203.27;0;01/07/2020;2020-07-01;2020-07-02
padaria;02/07/2020;ELECTRONARIZONA PAE;9212;-15,14;15.14;0;01/07/2020;2020-07-01;2020-07-02
compras;02/07/2020;ELECTRONPOSTO FLORI;9212;-40;40;0;01/07/2020;2020-07-01;2020-07-02
compras;02/07/2020;ELECTRONREDE DE CAR;9212;-129,11;129.11;0;01/07/2020;2020-07-01;2020-07-02
banco;02/07/2020;TAR PACOTE ITAU   JUN/20;9293;-76,9;76.9;0;01/07/2020;2020-07-01;2020-07-02
saldo;02/07/2020;SDO CTA/APL AUTOMATICAS;;2298,58;0;0;01/07/2020;2020-07-01;2020-07-02
saldo;03/07/2020;SDO CTA/APL AUTOMATICAS;;2298,58;0;0;01/07/2020;2020-07-01;2020-07-03
boleto;06/07/2020;INT PAG TIT 109001140044;4175;-569,07;569.07;0;01/07/2020;2020-07-01;2020-07-06
saque;06/07/2020;SAQUE 24H 13784251 05/07;5086;-50;50;0;01/07/2020;2020-07-01;2020-07-06
conserto maquina;06/07/2020;SAQUE 24H 18568832;5086;-400;400;0;01/07/2020;2020-07-01;2020-07-06
padaria;06/07/2020;ELECTRONARIZONA PAE;9212;-23,78;23.78;0;01/07/2020;2020-07-01;2020-07-06
alimentação;06/07/2020;ELECTRONMC DONALDS;9212;-107;107;0;01/07/2020;2020-07-01;2020-07-06
frango;06/07/2020;ELECTRONPAG*Frigott;9212;-23;23;0;01/07/2020;2020-07-01;2020-07-06
compras;06/07/2020;ELECTRONSERGIO EIZO;9212;-10;10;0;01/07/2020;2020-07-01;2020-07-06
juros;06/07/2020;LIS/JUROS     14 DIAS;;-31,58;31.58;0;01/07/2020;2020-07-01;2020-07-06
saldo;06/07/2020;SDO CTA/APL AUTOMATICAS;;1084,15;0;0;01/07/2020;2020-07-01;2020-07-06
gasolina;07/07/2020;ELECTRONAUTO POSTO;9212;-20,46;20.46;0;01/07/2020;2020-07-01;2020-07-07
alimentação;07/07/2020;ELECTRONDEPOSITO DO;9212;-5,18;5.18;0;01/07/2020;2020-07-01;2020-07-07
mercado;07/07/2020;ELECTRONOURINHOS SU;9212;-56,44;56.44;0;01/07/2020;2020-07-01;2020-07-07
compras;07/07/2020;ELECTRONR M SHIMABU;9212;-37,98;37.98;0;01/07/2020;2020-07-01;2020-07-07
saldo;07/07/2020;SDO CTA/APL AUTOMATICAS;;964,09;0;0;01/07/2020;2020-07-01;2020-07-07
celular;08/07/2020;INT NEXTEL 9699999717361;4175;-61,44;61.44;0;01/07/2020;2020-07-01;2020-07-08
saldo;08/07/2020;SDO CTA/APL AUTOMATICAS;;902,65;0;0;01/07/2020;2020-07-01;2020-07-08
padaria;09/07/2020;ELECTRONARIZONA PAE;9212;-15,55;15.55;0;01/07/2020;2020-07-01;2020-07-09
mercado;09/07/2020;ELECTRONSONDA TREME;9212;-56,23;56.23;0;01/07/2020;2020-07-01;2020-07-09
saldo;09/07/2020;SDO CTA/APL AUTOMATICAS;;830,87;0;0;01/07/2020;2020-07-01;2020-07-09
compras;10/07/2020;ELECTRONDIA FRANQUI;9212;-22,37;22.37;0;01/07/2020;2020-07-01;2020-07-10
compras;10/07/2020;ELECTRONMAHAL LANCH;9212;-3;3;0;01/07/2020;2020-07-01;2020-07-10
compras;10/07/2020;ELECTRON2081  - PA;9212;-14,42;14.42;0;01/07/2020;2020-07-01;2020-07-10
banco;10/07/2020;SEGURO CARTAO;9293;-6,61;6.61;0;01/07/2020;2020-07-01;2020-07-10
doação;10/07/2020;DEB AUTOR UNICEF;9293;-75;75;0;01/07/2020;2020-07-01;2020-07-10
saldo;10/07/2020;SDO CTA/APL AUTOMATICAS;;709,47;0;0;01/07/2020;2020-07-01;2020-07-10
saque;13/07/2020;SAQUE 24H 10992964 12/07;5086;-50;50;0;01/07/2020;2020-07-01;2020-07-13
celular;13/07/2020;INT NEXTEL 9499999717361;4175;-92,16;92.16;0;01/07/2020;2020-07-01;2020-07-13
compras;13/07/2020;ELECTRONFAZ MASTER;9212;-93,17;93.17;0;01/07/2020;2020-07-01;2020-07-13
compras;13/07/2020;ELECTRONMARTINS & R;9212;-27;27;0;01/07/2020;2020-07-01;2020-07-13
compras;13/07/2020;ELECTRONPAG*CamilaT;9212;-22;22;0;01/07/2020;2020-07-01;2020-07-13
compras;13/07/2020;ELECTRONSERGIO EIZO;9212;-20;20;0;01/07/2020;2020-07-01;2020-07-13
mercado;13/07/2020;ELECTRONSONDA JACAN;9212;-189,39;189.39;0;01/07/2020;2020-07-01;2020-07-13
mercado;13/07/2020;ELECTRONSONDA TREME;9212;-54,26;54.26;0;01/07/2020;2020-07-01;2020-07-13
manutenção;13/07/2020;INT TED  451045 DOMINGOS;4175;-25,25;25.25;0;01/07/2020;2020-07-01;2020-07-13
saldo;13/07/2020;SDO CTA/APL AUTOMATICAS;;136,24;0;0;01/07/2020;2020-07-01;2020-07-13
emprestimo;14/07/2020;TBI 0747.56106-6;9120;-50;50;0;01/07/2020;2020-07-01;2020-07-14
mercado;14/07/2020;ELECTRONSONDA JACAN;9212;-251,16;251.16;0;01/07/2020;2020-07-01;2020-07-14
saldo;14/07/2020;SALDO DO DIA;;-164,92;0;0;01/07/2020;2020-07-01;2020-07-14
agua;15/07/2020;ELECTRONBD;9212;-10;10;0;01/07/2020;2020-07-01;2020-07-15
cartão credito;15/07/2020;INT ITAUCARD;4175;-3009,75;3009.75;0;01/07/2020;2020-07-01;2020-07-15
emprestimo;15/07/2020;TBI 0747.56106-6;9136;50;0;50;01/07/2020;2020-07-01;2020-07-15
salario;15/07/2020;TED 237.2846ANDRE N BARB;;4390;0;4390;01/07/2020;2020-07-01;2020-07-15
saldo;15/07/2020;SDO CTA/APL AUTOMATICAS;;1255,33;0;0;01/07/2020;2020-07-01;2020-07-15
saldo;16/07/2020;SDO CTA/APL AUTOMATICAS;;1255,33;0;0;01/07/2020;2020-07-01;2020-07-16
padaria;17/07/2020;ELECTRONARIZONA PAE;9212;-4,2;4.2;0;01/07/2020;2020-07-01;2020-07-17
farmacia;17/07/2020;ELECTRONDROGARIA VE;9212;-9,9;9.9;0;01/07/2020;2020-07-01;2020-07-17
compras;17/07/2020;ELECTRONPAG*Phoenix;9212;-30;30;0;01/07/2020;2020-07-01;2020-07-17
compras;17/07/2020;ELECTRONPAG*Phoenix;9212;-5;5;0;01/07/2020;2020-07-01;2020-07-17
saldo;17/07/2020;SDO CTA/APL AUTOMATICAS;;1206,23;0;0;01/07/2020;2020-07-01;2020-07-17
padaria;20/07/2020;ELECTRONARIZONA PAE;9212;-23,6;23.6;0;01/07/2020;2020-07-01;2020-07-20
frango;20/07/2020;ELECTRONPAG*Frigott;9212;-44;44;0;01/07/2020;2020-07-01;2020-07-20
compras;20/07/2020;ELECTRONRRM EST E G;9212;-13;13;0;01/07/2020;2020-07-01;2020-07-20
compras;20/07/2020;ELECTRONSONIA NORIK;9212;-14;14;0;01/07/2020;2020-07-01;2020-07-20
mercado;20/07/2020;ELECTRONSUPERMERCAD;9212;-39,73;39.73;0;01/07/2020;2020-07-01;2020-07-20
saldo;20/07/2020;SDO CTA/APL AUTOMATICAS;;1071,9;0;0;01/07/2020;2020-07-01;2020-07-20
seminario;21/07/2020;INT TED 237274100473111;4175;-567;567;0;01/07/2020;2020-07-01;2020-07-21
saldo;21/07/2020;SDO CTA/APL AUTOMATICAS;;504,9;0;0;01/07/2020;2020-07-01;2020-07-21
padaria;22/07/2020;ELECTRONARIZONA PAE;9212;-4,55;4.55;0;01/07/2020;2020-07-01;2020-07-22
seguro;22/07/2020;INT TED 237284600601853;4175;-198;198;0;01/07/2020;2020-07-01;2020-07-22
saldo;22/07/2020;SDO CTA/APL AUTOMATICAS;;302,35;0;0;01/07/2020;2020-07-01;2020-07-22
gasolina;23/07/2020;ELECTRONAUTO POSTO;9212;-183,48;183.48;0;01/07/2020;2020-07-01;2020-07-23
mercado;23/07/2020;ELECTRONSONDA TREME;9212;-132,01;132.01;0;01/07/2020;2020-07-01;2020-07-23
mercado;23/07/2020;ELECTRONSONDA TREME;9212;-4,17;4.17;0;01/07/2020;2020-07-01;2020-07-23
saldo;23/07/2020;SALDO DO DIA;;-17,31;0;0;01/07/2020;2020-07-01;2020-07-23
alimentação;24/07/2020;ELECTRONMC DONALDS;9212;-26,8;26.8;0;01/07/2020;2020-07-01;2020-07-24
compras;24/07/2020;ELECTRONSTELO S A *;9212;-25;25;0;01/07/2020;2020-07-01;2020-07-24
compras;24/07/2020;INT TED 212000112860972;4175;-30;30;0;01/07/2020;2020-07-01;2020-07-24
saldo;24/07/2020;SALDO DO DIA;;-99,11;0;0;01/07/2020;2020-07-01;2020-07-24
saque;27/07/2020;SAQUE 24H 09919556 26/07;5086;-100;100;0;01/07/2020;2020-07-01;2020-07-27
michelle;27/07/2020;TBI 1491.48993-4michelle;9779;-80;80;0;01/07/2020;2020-07-01;2020-07-27
compras;27/07/2020;ELECTRONLJ 17 GLOBA;9212;-100;100;0;01/07/2020;2020-07-01;2020-07-27
compras;27/07/2020;ELECTRONM A KOCH LA;9212;-40;40;0;01/07/2020;2020-07-01;2020-07-27
frango;27/07/2020;ELECTRONPAG*Frigott;9212;-21,8;21.8;0;01/07/2020;2020-07-01;2020-07-27
compras;27/07/2020;ELECTRONPERFUMARIA;9212;-21,97;21.97;0;01/07/2020;2020-07-01;2020-07-27
farmacia;27/07/2020;ELECTRONR C P FARMA;9212;-5,31;5.31;0;01/07/2020;2020-07-01;2020-07-27
farmacia;27/07/2020;ELECTRONR C P FARMA;9212;-29,65;29.65;0;01/07/2020;2020-07-01;2020-07-27
mercado;27/07/2020;ELECTRONSONDA JACAN;9212;-27,59;27.59;0;01/07/2020;2020-07-01;2020-07-27
mercado;27/07/2020;ELECTRONSONDA JACAN;9212;-20,02;20.02;0;01/07/2020;2020-07-01;2020-07-27
saldo;27/07/2020;SALDO DO DIA;;-545,45;0;0;01/07/2020;2020-07-01;2020-07-27
mercado;28/07/2020;ELECTRONASSAI ATACA;9212;-204,21;204.21;0;01/07/2020;2020-07-01;2020-07-28
saldo;28/07/2020;SALDO DO DIA;;-749,66;0;0;01/07/2020;2020-07-01;2020-07-28
padaria;29/07/2020;ELECTRONARIZONA PAE;9212;-4,2;4.2;0;01/07/2020;2020-07-01;2020-07-29
saldo;29/07/2020;SALDO DO DIA;;-753,86;0;0;01/07/2020;2020-07-01;2020-07-29
farmacia;30/07/2020;ELECTRONPAG*FarmaEF;9212;-25,32;25.32;0;01/07/2020;2020-07-01;2020-07-30
restituição irpf;30/07/2020;DOC 001.REST. IR;;2743,86;0;2743,86;01/07/2020;2020-07-01;2020-07-30
saldo;30/07/2020;SALDO DO DIA;;1964,68;0;0;01/07/2020;2020-07-01;2020-07-30
saldo;30/07/2020;(-) SALDO A LIBERAR;;2743,86;0;0;01/07/2020;2020-07-01;2020-07-30
saldo;30/07/2020;SALDO FINAL DEVEDOR;;-779,18;0;0;01/07/2020;2020-07-01;2020-07-30
poupança;31/07/2020;TBI 9293.22915-0/500;4175;-3000;3000;0;01/07/2020;2020-07-01;2020-07-31
padaria;31/07/2020;ELECTRONARIZONA PAE;9212;-3,68;3.68;0;01/07/2020;2020-07-01;2020-07-31
salario;31/07/2020;TED 237.2846ANDRE N BARB;;4280,95;0;4280,95;01/07/2020;2020-07-01;2020-07-31
saldo;31/07/2020;SDO CTA/APL AUTOMATICAS;;3241,95;0;0;01/07/2020;2020-07-01;2020-07-31
saldo;31/07/2020;SALDO DO DIA;;10;0;0;01/07/2020;2020-07-01;2020-07-31
saldo;31/07/2020;SALDO ANTERIOR;;10;0;0;01/08/2020;2020-08-01;2020-07-31
compras;03/08/2020;ELECTRONALTO DA SER;9212;-50;50;0;01/08/2020;2020-08-01;2020-08-03
padaria;03/08/2020;ELECTRONARIZONA PAE;9212;-4,16;4.16;0;01/08/2020;2020-08-01;2020-08-03
gasolina;03/08/2020;ELECTRONAUTO POSTO;9212;-18,47;18.47;0;01/08/2020;2020-08-01;2020-08-03
farmacia;03/08/2020;ELECTRONDROG SAO PA;9212;-49,9;49.9;0;01/08/2020;2020-08-01;2020-08-03
alimentação;03/08/2020;ELECTRONMEU CHAPA B;9212;-103,8;103.8;0;01/08/2020;2020-08-01;2020-08-03
mercado;03/08/2020;ELECTRONSONDA TREME;9212;-144,47;144.47;0;01/08/2020;2020-08-01;2020-08-03
saldo;03/08/2020;SDO CTA/APL AUTOMATICAS;;2871,15;0;0;01/08/2020;2020-08-01;2020-08-03
boleto;04/08/2020;INT  PAG TIT BANCO 237;4175;-56,15;56.15;0;01/08/2020;2020-08-01;2020-08-04
padaria;04/08/2020;ELECTRONARIZONA PAE;9212;-4,29;4.29;0;01/08/2020;2020-08-01;2020-08-04
compras;04/08/2020;ELECTRONPAG*hprospe;9212;-72;72;0;01/08/2020;2020-08-01;2020-08-04
banco;04/08/2020;TAR PACOTE ITAU   JUL/20;9293;-76,9;76.9;0;01/08/2020;2020-08-01;2020-08-04
saldo;04/08/2020;SDO CTA/APL AUTOMATICAS;;2661,81;0;0;01/08/2020;2020-08-01;2020-08-04
celular;05/08/2020;INT NEXTEL 9399999712769;4175;-61,3;61.3;0;01/08/2020;2020-08-01;2020-08-05
celular;05/08/2020;INT NEXTEL 9399999712844;4175;-91,95;91.95;0;01/08/2020;2020-08-01;2020-08-05
padaria;05/08/2020;ELECTRONARIZONA PAE;9212;-15,86;15.86;0;01/08/2020;2020-08-01;2020-08-05
seminario;05/08/2020;INT TED  189541 SEMI;4175;-283;283;0;01/08/2020;2020-08-01;2020-08-05
saldo;05/08/2020;SDO CTA/APL AUTOMATICAS;;2209,7;0;0;01/08/2020;2020-08-01;2020-08-05
mercado;06/08/2020;ELECTRONSONDA TREME;9212;-21,09;21.09;0;01/08/2020;2020-08-01;2020-08-06
saldo;06/08/2020;SDO CTA/APL AUTOMATICAS;;2188,61;0;0;01/08/2020;2020-08-01;2020-08-06
compras;07/08/2020;ELECTRONCOZINHART E;9212;-21;21;0;01/08/2020;2020-08-01;2020-08-07
compras;07/08/2020;ELECTRONKALUNGA NOV;9212;-161,2;161.2;0;01/08/2020;2020-08-01;2020-08-07
mercado;07/08/2020;ELECTRONOURINHOS SU;9212;-153,56;153.56;0;01/08/2020;2020-08-01;2020-08-07
mercado;07/08/2020;ELECTRONOURINHOS SU;9212;-6;6;0;01/08/2020;2020-08-01;2020-08-07
compras;07/08/2020;ELECTRONR M SHIMABU;9212;-5,99;5.99;0;01/08/2020;2020-08-01;2020-08-07
compras;07/08/2020;ELECTRONRUFPLAST;9212;-48,49;48.49;0;01/08/2020;2020-08-01;2020-08-07
saldo;07/08/2020;SDO CTA/APL AUTOMATICAS;;1792,37;0;0;01/08/2020;2020-08-01;2020-08-07
boleto;10/08/2020;INT PAG TIT 109001179554;4175;-542,99;542.99;0;01/08/2020;2020-08-01;2020-08-10
padaria;10/08/2020;ELECTRONARIZONA PAE;9212;-19,88;19.88;0;01/08/2020;2020-08-01;2020-08-10
farmacia;10/08/2020;ELECTRONDROGARIA PR;9212;-31,98;31.98;0;01/08/2020;2020-08-01;2020-08-10
farmacia;10/08/2020;ELECTRONDROGARIA PR;9212;-19,99;19.99;0;01/08/2020;2020-08-01;2020-08-10
compras;10/08/2020;ELECTRONGABRIELLA C;9212;-49,99;49.99;0;01/08/2020;2020-08-01;2020-08-10
roupa;10/08/2020;ELECTRONTORRA TORRA;9212;-400;400;0;01/08/2020;2020-08-01;2020-08-10
banco;10/08/2020;SEGURO CARTAO;9293;-6,61;6.61;0;01/08/2020;2020-08-01;2020-08-10
doação;10/08/2020;DEB AUTOR UNICEF;9293;-75;75;0;01/08/2020;2020-08-01;2020-08-10
saldo;10/08/2020;REND PAGO APLIC AUT MAIS;;0,01;0;0,01;01/08/2020;2020-08-01;2020-08-10
saldo;10/08/2020;SDO CTA/APL AUTOMATICAS;;645,94;0;0;01/08/2020;2020-08-01;2020-08-10
saldo;11/08/2020;SDO CTA/APL AUTOMATICAS;;645,94;0;0;01/08/2020;2020-08-01;2020-08-11
mercado;12/08/2020;ELECTRONANDORINHA H;9212;-435,49;435.49;0;01/08/2020;2020-08-01;2020-08-12
mercado;12/08/2020;ELECTRONANDORINHA H;9212;-19,7;19.7;0;01/08/2020;2020-08-01;2020-08-12
mercado;12/08/2020;ELECTRONBRILHO REAL;9212;-18,25;18.25;0;01/08/2020;2020-08-01;2020-08-12
saldo;12/08/2020;SDO CTA/APL AUTOMATICAS;;172,5;0;0;01/08/2020;2020-08-01;2020-08-12
saldo;13/08/2020;SDO CTA/APL AUTOMATICAS;;172,5;0;0;01/08/2020;2020-08-01;2020-08-13
padaria;14/08/2020;ELECTRONARIZONA PAE;9212;-6,39;6.39;0;01/08/2020;2020-08-01;2020-08-14
padaria;14/08/2020;ELECTRONARIZONA PAE;9212;-13,9;13.9;0;01/08/2020;2020-08-01;2020-08-14
farmacia;14/08/2020;ELECTRONDROGARIA PR;9212;-43,98;43.98;0;01/08/2020;2020-08-01;2020-08-14
mercado;14/08/2020;ELECTRONSONDA TREME;9212;-42,19;42.19;0;01/08/2020;2020-08-01;2020-08-14
saldo;14/08/2020;SDO CTA/APL AUTOMATICAS;;66,04;0;0;01/08/2020;2020-08-01;2020-08-14
saque;17/08/2020;SAQUE 24H 11269792 16/08;5086;-100;100;0;01/08/2020;2020-08-01;2020-08-17
agua;17/08/2020;ELECTRONBD;9212;-10;10;0;01/08/2020;2020-08-01;2020-08-17
material casa;17/08/2020;ELECTRONDICICO TREM;9212;-69,36;69.36;0;01/08/2020;2020-08-01;2020-08-17
material casa;17/08/2020;ELECTRONDICICO TREM;9212;-5,7;5.7;0;01/08/2020;2020-08-01;2020-08-17
alimentação;17/08/2020;ELECTRONMEU CHAPA B;9212;-80,8;80.8;0;01/08/2020;2020-08-01;2020-08-17
frango;17/08/2020;ELECTRONPAG*Frigott;9212;-44;44;0;01/08/2020;2020-08-01;2020-08-17
mercado;17/08/2020;ELECTRONSONDA JACAN;9212;-22,87;22.87;0;01/08/2020;2020-08-01;2020-08-17
cartão credito;17/08/2020;INT ITAUCARD;4175;-2239,32;2239.32;0;01/08/2020;2020-08-01;2020-08-17
salario;17/08/2020;TED 237.2846ANDRE N BARB;;4390;0;4390;01/08/2020;2020-08-01;2020-08-17
saldo;17/08/2020;SDO CTA/APL AUTOMATICAS;;1883,99;0;0;01/08/2020;2020-08-01;2020-08-17
saldo;18/08/2020;SDO CTA/APL AUTOMATICAS;;1883,99;0;0;01/08/2020;2020-08-01;2020-08-18
farmacia;19/08/2020;ELECTRONDROGARIA SA;9212;-43,68;43.68;0;01/08/2020;2020-08-01;2020-08-19
mercado;19/08/2020;ELECTRONSONDA TREME;9212;-293,98;293.98;0;01/08/2020;2020-08-01;2020-08-19
saldo;19/08/2020;SDO CTA/APL AUTOMATICAS;;1546,33;0;0;01/08/2020;2020-08-01;2020-08-19
compras;20/08/2020;ELECTRONLEVI DA SIL;9212;-10;10;0;01/08/2020;2020-08-01;2020-08-20
saldo;20/08/2020;SDO CTA/APL AUTOMATICAS;;1536,33;0;0;01/08/2020;2020-08-01;2020-08-20
padaria;21/08/2020;ELECTRONARIZONA PAE;9212;-22,28;22.28;0;01/08/2020;2020-08-01;2020-08-21
padaria;21/08/2020;ELECTRONARIZONA PAE;9212;-13,6;13.6;0;01/08/2020;2020-08-01;2020-08-21
compras;21/08/2020;ELECTRONMAYARA SEGA;9212;-40;40;0;01/08/2020;2020-08-01;2020-08-21
padaria;21/08/2020;ELECTRONPAD CONF JD;9212;-11,7;11.7;0;01/08/2020;2020-08-01;2020-08-21
saldo;21/08/2020;SDO CTA/APL AUTOMATICAS;;1448,75;0;0;01/08/2020;2020-08-01;2020-08-21
saque;24/08/2020;SAQUE 24H 10350379 23/08;5086;-100;100;0;01/08/2020;2020-08-01;2020-08-24
padaria;24/08/2020;ELECTRONARIZONA PAE;9212;-4,34;4.34;0;01/08/2020;2020-08-01;2020-08-24
alimentação;24/08/2020;ELECTRONCASAS DE BO;9212;-6;6;0;01/08/2020;2020-08-01;2020-08-24
alimentação;24/08/2020;ELECTRONCASAS DE BO;9212;-25,9;25.9;0;01/08/2020;2020-08-01;2020-08-24
alimentação;24/08/2020;ELECTRONCENTRO AUTO;9212;-3,5;3.5;0;01/08/2020;2020-08-01;2020-08-24
alimentação;24/08/2020;ELECTRONMOCOTO REST;9212;-173,6;173.6;0;01/08/2020;2020-08-01;2020-08-24
chaveiro;24/08/2020;ELECTRONPAG*Chaveir;9212;-12;12;0;01/08/2020;2020-08-01;2020-08-24
frango;24/08/2020;ELECTRONPAG*Frigott;9212;-56;56;0;01/08/2020;2020-08-01;2020-08-24
mercado;24/08/2020;ELECTRONSONDA JACAN;9212;-13,02;13.02;0;01/08/2020;2020-08-01;2020-08-24
mercado;24/08/2020;ELECTRONSONDA TREME;9212;-97,37;97.37;0;01/08/2020;2020-08-01;2020-08-24
academia;24/08/2020;ELECTRONSUA ACADEMI;9212;-172;172;0;01/08/2020;2020-08-01;2020-08-24
saldo;24/08/2020;SDO CTA/APL AUTOMATICAS;;785,02;0;0;01/08/2020;2020-08-01;2020-08-24
agua;25/08/2020;ELECTRONBD;9212;-10;10;0;01/08/2020;2020-08-01;2020-08-25
mercado;25/08/2020;ELECTRONSONDA TREME;9212;-130,53;130.53;0;01/08/2020;2020-08-01;2020-08-25
saldo;25/08/2020;SDO CTA/APL AUTOMATICAS;;644,49;0;0;01/08/2020;2020-08-01;2020-08-25
saldo;26/08/2020;SDO CTA/APL AUTOMATICAS;;644,49;0;0;01/08/2020;2020-08-01;2020-08-26
mercado;27/08/2020;ELECTRONSONDA TREME;9212;-18,67;18.67;0;01/08/2020;2020-08-01;2020-08-27
mercado;27/08/2020;ELECTRONSONDA TREME;9212;-179,51;179.51;0;01/08/2020;2020-08-01;2020-08-27
saldo;27/08/2020;SDO CTA/APL AUTOMATICAS;;446,31;0;0;01/08/2020;2020-08-01;2020-08-27
mercado;28/08/2020;ELECTRONSONDA TREME;9212;-31,6;31.6;0;01/08/2020;2020-08-01;2020-08-28
saldo;28/08/2020;SDO CTA/APL AUTOMATICAS;;414,71;0;0;01/08/2020;2020-08-01;2020-08-28
saque;31/08/2020;SAQUE 24H 12686085 30/08;5086;-100;100;0;01/08/2020;2020-08-01;2020-08-31
poupança;31/08/2020;TBI 9293.22915-0/500;4175;-2700;2700;0;01/08/2020;2020-08-01;2020-08-31
compras;31/08/2020;ELECTRONLEVI DA SIL;9212;-10;10;0;01/08/2020;2020-08-01;2020-08-31
alimentação;31/08/2020;ELECTRONMC DONALDS;9212;-21;21;0;01/08/2020;2020-08-01;2020-08-31
frango;31/08/2020;ELECTRONPAG*Frigott;9212;-43;43;0;01/08/2020;2020-08-01;2020-08-31
frango;31/08/2020;ELECTRONPAG*Frigott;9212;-48;48;0;01/08/2020;2020-08-01;2020-08-31
farmacia;31/08/2020;ELECTRONPROMOFARMA;9212;-200;200;0;01/08/2020;2020-08-01;2020-08-31
salario;31/08/2020;TED 237.2846ANDRE N BARB;;3120,07;0;3120,07;01/08/2020;2020-08-01;2020-08-31
saldo;31/08/2020;SDO CTA/APL AUTOMATICAS;;412,78;0;0;01/08/2020;2020-08-01;2020-08-31
saldo;31/08/2020;SALDO DO DIA;;8,07;0;0;01/08/2020;2020-08-01;2020-08-31
saldo;31/08/2020;SALDO ANTERIOR;;8,07;0;0;01/09/2020;2020-09-01;2020-08-31
farmacia;01/09/2020;ELECTRONDROGARIA PR;9212;-42,54;42.54;0;01/09/2020;2020-09-01;2020-09-01
saldo;01/09/2020;SDO CTA/APL AUTOMATICAS;;370,24;0;0;01/09/2020;2020-09-01;2020-09-01
banco;02/09/2020;TAR PACOTE ITAU   AGO/20;9293;-76,9;76.9;0;01/09/2020;2020-09-01;2020-09-02
saldo;02/09/2020;SDO CTA/APL AUTOMATICAS;;293,34;0;0;01/09/2020;2020-09-01;2020-09-02
mercado;03/09/2020;ELECTRONSONDA TREME;9212;-36,46;36.46;0;01/09/2020;2020-09-01;2020-09-03
saldo;03/09/2020;SDO CTA/APL AUTOMATICAS;;256,88;0;0;01/09/2020;2020-09-01;2020-09-03
farmacia;04/09/2020;ELECTRONPROMO FARMA;9212;-42;42;0;01/09/2020;2020-09-01;2020-09-04
saldo;04/09/2020;SDO CTA/APL AUTOMATICAS;;214,88;0;0;01/09/2020;2020-09-01;2020-09-04
saque;08/09/2020;SAQUE 24H 16358012 06/09;5086;-100;100;0;01/09/2020;2020-09-01;2020-09-08
padaria;08/09/2020;ELECTRONARIZONA PAE;9212;-28,91;28.91;0;01/09/2020;2020-09-01;2020-09-08
padaria;08/09/2020;ELECTRONARIZONA PAE;9212;-8,34;8.34;0;01/09/2020;2020-09-01;2020-09-08
compras;08/09/2020;ELECTRONM A KOCH LA;9212;-40;40;0;01/09/2020;2020-09-01;2020-09-08
padaria;08/09/2020;ELECTRONPADARIA PAL;9212;-6;6;0;01/09/2020;2020-09-01;2020-09-08
frango;08/09/2020;ELECTRONPAG*Frigott;9212;-50;50;0;01/09/2020;2020-09-01;2020-09-08
restaurante;08/09/2020;ELECTRONPAG*OPESCAD;9212;-150;150;0;01/09/2020;2020-09-01;2020-09-08
mercado;08/09/2020;ELECTRONSONDA JACAN;9212;-217,29;217.29;0;01/09/2020;2020-09-01;2020-09-08
mercado;08/09/2020;ELECTRONSONDA TREME;9212;-143,13;143.13;0;01/09/2020;2020-09-01;2020-09-08
mercado;08/09/2020;ELECTRONSONDA TREME;9212;-47,45;47.45;0;01/09/2020;2020-09-01;2020-09-08
compras;08/09/2020;ELECTRONSTELO S A *;9212;-25;25;0;01/09/2020;2020-09-01;2020-09-08
saldo;08/09/2020;SALDO DO DIA;;-601,24;0;0;01/09/2020;2020-09-01;2020-09-08
celular;09/09/2020;INT NEXTEL 9099999708303;4175;-92,09;92.09;0;01/09/2020;2020-09-01;2020-09-09
mercado;09/09/2020;ELECTRONSONDA TREME;9212;-55,02;55.02;0;01/09/2020;2020-09-01;2020-09-09
saldo;09/09/2020;SALDO DO DIA;;-748,35;0;0;01/09/2020;2020-09-01;2020-09-09
boleto;10/09/2020;INT PAG TIT 109016422561;4175;-549,13;549.13;0;01/09/2020;2020-09-01;2020-09-10
compras;10/09/2020;ELECTRONLEVI DA SIL;9212;-10;10;0;01/09/2020;2020-09-01;2020-09-10
compras;10/09/2020;ELECTRONPAG*Mercado;9212;-9;9;0;01/09/2020;2020-09-01;2020-09-10
farmacia;10/09/2020;ELECTRONPROMO FARMA;9212;-54,57;54.57;0;01/09/2020;2020-09-01;2020-09-10
compras;10/09/2020;ELECTRONSTELO S A *;9212;-12;12;0;01/09/2020;2020-09-01;2020-09-10
banco;10/09/2020;SEGURO CARTAO;9293;-6,61;6.61;0;01/09/2020;2020-09-01;2020-09-10
